Ticker,Exchange,Sector,Industry,MarketCap,ProfitMargin,TradingAge
SBCF,NMS,Financial Services,Banks - Regional,2873129728.0,0.24212,42
CAKE,NMS,Consumer Cyclical,Restaurants,2849447168.0,0.03956,34
LXP,NYQ,Real Estate,REIT - Industrial,2754435840.0,0.3231,33
AWR,NYQ,Utilities,Utilities - Regulated Water,2829571072.0,0.19822,53
UCTT,NMS,Technology,Semiconductor Equipment & Materials,2623410432.0,-0.08821999,22
FSK,NYQ,Financial Services,Asset Management,2792262400.0,0.0072399997,12
JPC,NYQ,Financial Services,Asset Management,2773571072.0,0.93924004,23
ARQT,NMS,Healthcare,Biotechnology,2754781440.0,-0.042919997,6
VRDN,NCM,Healthcare,Biotechnology,2757533184.0,0.0,12
MANU,NYQ,Communication Services,Entertainment,2795160576.0,-0.013830001,14
CC,NYQ,Basic Materials,Specialty Chemicals,2656969472.0,-0.06646,11
TARS,NMS,Healthcare,Biotechnology,2745383936.0,-0.14715,6
KD,NYQ,Technology,Information Technology Services,2800974080.0,0.01653,5
CSQ,NGM,Financial Services,Asset Management,2785620736.0,9.03413,22
BOH,NYQ,Financial Services,Banks - Regional,2803429888.0,0.29201,46
DRSHF,PNK,Industrials,Aerospace & Defense,2858740992.0,0.016239999,10
YETI,NYQ,Consumer Cyclical,Leisure,2762188032.0,0.08851,8
MPT,NYQ,Real Estate,REIT - Healthcare Facilities,2742840064.0,-0.25896,21
VRNS,NMS,Technology,Software - Infrastructure,2796524032.0,-0.20741,12
EEFT,NMS,Technology,Software - Infrastructure,2797232384.0,0.072919995,29
SYNA,NMS,Technology,Semiconductors,2769464832.0,-0.05409,24
HWKN,NMS,Basic Materials,Specialty Chemicals,2764928768.0,0.07752,46
CON,NYQ,Healthcare,Medical Care Facilities,2786228736.0,0.07692,2
PRK,ASE,Financial Services,Banks - Regional,2819621888.0,0.32998002,36
SUPN,NGM,Healthcare,Drug Manufacturers - Specialty & Generic,2750102528.0,-0.05362,14
RCUS,NYQ,Healthcare,Biotechnology,2712562432.0,-1.42915,8
APLE,NYQ,Real Estate,REIT - Hotel & Motel,2741912320.0,0.12416001,11
CWK,NYQ,Real Estate,Real Estate Services,2744769024.0,0.00857,8
UE,NYQ,Real Estate,REIT - Retail,2752756224.0,0.19819,11
MTRN,NYQ,Basic Materials,Other Industrial Metals & Mining,2738424064.0,0.04188,46
SDRL,NYQ,Energy,Oil & Gas Drilling,2722795776.0,-0.05584,4
HG,NYQ,Financial Services,Insurance - Reinsurance,2830475264.0,0.19806999,3
RLX,NYQ,Consumer Defensive,Tobacco,2772091904.0,0.25485,5
FFBC,NMS,Financial Services,Banks - Regional,2792448768.0,0.29883,43
NAD,NYQ,Financial Services,Asset Management,2715189504.0,0.28494,27
DAVE,NGM,Technology,Software - Application,2782128896.0,0.35342997,5
VTMX,NYQ,Real Estate,Real Estate - Development,2671385600.0,0.85406995,3
FCPT,NYQ,Real Estate,REIT - Retail,2662414592.0,0.38202,11
GPK,NYQ,Consumer Cyclical,Packaging & Containers,2635051264.0,0.05153,34
FSM,NYQ,Basic Materials,Gold,2635234816.0,0.30354,19
LION,NYQ,,,2675526400.0,,4
IRDM,NMS,Communication Services,Telecom Services,2665901568.0,0.13121,18
CURB,NYQ,Real Estate,REIT - Retail,2686887168.0,0.21777001,2
HAE,NYQ,Healthcare,Medical Devices,2742110720.0,0.13307999,35
TNGX,NGM,Healthcare,Biotechnology,2771017472.0,-1.62853,6
SEDG,NMS,Technology,Solar,3122748160.0,-0.34230998,11
BULL,NCM,Technology,Software - Application,2685302272.0,0.04338,4
IHS,NYQ,Real Estate,Real Estate Services,2754629120.0,0.26393998,5
CRVL,NMS,Financial Services,Insurance Brokers,2741199616.0,0.11229999,35
TWST,NMS,Healthcare,Diagnostics & Research,2579383296.0,-0.19559,8
CPRX,NCM,Healthcare,Biotechnology,2801173248.0,0.36389,20
FUL,NYQ,Basic Materials,Specialty Chemicals,2685094144.0,0.04375,53
ADX,NYQ,Financial Services,Asset Management,2705575424.0,14.65809,46
GRBK,NYQ,Consumer Cyclical,Residential Construction,2668797952.0,0.14926,19
FBK,NYQ,Financial Services,Banks - Regional,2722309376.0,0.2373,10
TRMD,NMS,Energy,Oil & Gas Midstream,2623374080.0,0.21299,8
FMCC,OQB,Financial Services,Mortgage Finance,2866762752.0,0.48819,38
MGEE,NMS,Utilities,Utilities - Regulated Electric,2710481920.0,0.18701,46
MSGE,NYQ,Consumer Cyclical,Leisure,2654857216.0,0.05116,3
TTAM,NYQ,Basic Materials,Building Materials,2617946880.0,0.11143,1
SFNC,NMS,Financial Services,Banks - Regional,2743796992.0,0.0,41
NVG,NYQ,Financial Services,Asset Management,2641955328.0,0.25345,24
HYPMY,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,2957183232.0,0.15526,16
PRVA,NMS,Healthcare,Health Information Services,2627139328.0,0.0108,5
LUNR,NGM,Industrials,Aerospace & Defense,2537401856.0,-0.39653,5
HPP,NYQ,Real Estate,REIT - Office,2503813120.0,-0.66386,16
PAGS,NYQ,Technology,Software - Infrastructure,2624686592.0,0.1073,8
EXG,NYQ,Financial Services,Asset Management,2621871616.0,0.0,19
KMT,NYQ,Industrials,Tools & Accessories,2599902720.0,0.0543,53
BBU,NYQ,Industrials,Conglomerates,2640769280.0,-0.00095,10
ACLS,NMS,Technology,Semiconductor Equipment & Materials,2593589760.0,0.1433,26
DK,NYQ,Energy,Oil & Gas Refining & Marketing,2645924608.0,-0.00213,20
ARX,NYQ,Financial Services,Insurance Brokers,2872569600.0,-1.5609599,1
HTGC,NYQ,Financial Services,Asset Management,2602964480.0,0.63800997,21
PFS,NYQ,Financial Services,Banks - Regional,2651827712.0,0.33589,23
SA,NYQ,Basic Materials,Gold,2603116288.0,0.0,22
CWT,NYQ,Utilities,Utilities - Regulated Water,2618917376.0,0.12819,53
SHTPY,PNK,Healthcare,Medical Instruments & Supplies,2632743680.0,0.15069,1
EFXT,NYQ,Energy,Oil & Gas Equipment & Services,2600467968.0,0.02489,15
UPST,NMS,Financial Services,Credit Services,2547632128.0,0.049840003,6
DX,NYQ,Real Estate,REIT - Mortgage,2502572800.0,0.85744005,38
BANC,NYQ,Financial Services,Banks - Regional,2616127232.0,0.21829,24
MGRC,NMS,Industrials,Rental & Leasing Services,2593576192.0,0.16554001,42
VCYT,NGM,Healthcare,Diagnostics & Research,2529956352.0,0.12831001,13
UAA,NYQ,Consumer Cyclical,Apparel Manufacturing,2491456512.0,-0.104449995,21
SBLK,NMS,Industrials,Marine Shipping,2552597760.0,0.080740005,19
BCC,NYQ,Basic Materials,Lumber & Wood Production,2530041856.0,0.020739999,13
MH,NYQ,Consumer Defensive,Education & Training Services,2532680192.0,-0.03374,1
POWI,NMS,Technology,Semiconductors,2578160896.0,0.04981,29
AEBZY,PNK,Consumer Defensive,Beverages - Non-Alcoholic,2583517952.0,0.036730003,23
AMR,NYQ,Basic Materials,Coking Coal,2490470656.0,-0.028970001,5
BEAM,NMS,Healthcare,Biotechnology,2508719360.0,-0.57242,6
DBD,NYQ,Technology,Software - Application,2562708224.0,0.02486,3
EXK,NYQ,Basic Materials,Silver,2436843008.0,-0.25476,20
ADEA,NMS,Technology,Software - Application,2541731584.0,0.25052,23
CVBF,NMS,Financial Services,Banks - Regional,2525885696.0,0.40330002,43
TVTX,NGM,Healthcare,Biotechnology,2475763200.0,-0.052059997,14
MRX,NMS,Financial Services,Capital Markets,2537025536.0,0.10722999,2
APAM,NYQ,Financial Services,Asset Management,2532054016.0,0.24260001,13
BKE,NYQ,Consumer Cyclical,Apparel Retail,2516394240.0,0.16160999,34
SMA,NYQ,Real Estate,REIT - Industrial,2417207296.0,-0.0057800002,1
BELFA,NMS,Technology,Electronic Components,2399636992.0,0.0911,43
RH,NYQ,Consumer Cyclical,Specialty Retail,2396973312.0,0.03224,14
CEPU,NYQ,Utilities,Utilities - Regulated Electric,2407940352.0,0.31561002,8
SOC,NYQ,Energy,Oil & Gas Drilling,2397133824.0,0.0,5
CALY,NYQ,Consumer Cyclical,Leisure,2418998784.0,-0.19868,34
TDC,NYQ,Technology,Software - Infrastructure,2500556032.0,0.07817,19
VNET,NMS,Technology,Information Technology Services,2372808192.0,-0.025309999,15
ERO,NYQ,Basic Materials,Copper,2459881728.0,0.33558998,9
CLSK,NCM,Financial Services,Capital Markets,2404077312.0,-0.33245,10
UTF,NYQ,Financial Services,Asset Management,2456719360.0,2.62968,22
STUB,NYQ,Communication Services,Internet Content & Information,2382917120.0,-1.09211,1
NN,NCM,Technology,Software - Infrastructure,2433942272.0,0.0,6
AMPX,NYQ,Industrials,Electrical Equipment & Parts,2374806016.0,-0.60298,4
HCM,NMS,Healthcare,Drug Manufacturers - Specialty & Generic,2517583872.0,0.833,10
CLMT,NMS,Basic Materials,Specialty Chemicals,2433214720.0,-0.008169999,20
TALO,NYQ,Energy,Oil & Gas E&P,2631426048.0,-0.27775,8
LMAT,NGM,Healthcare,Medical Instruments & Supplies,2421567744.0,0.2313,20
BCRX,NMS,Healthcare,Drug Manufacturers - Specialty & Generic,2432765952.0,0.30161,32
LFST,NMS,Healthcare,Medical Care Facilities,2449812480.0,0.00678,5
SAM,NYQ,Consumer Defensive,Beverages - Brewers,2379054336.0,0.0552,31
VAC,NYQ,Consumer Cyclical,Resorts & Casinos,2350290176.0,-0.09238,15
ETOR,NMS,Financial Services,Capital Markets,2463408384.0,0.01574,1
HNI,NYQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2422501376.0,0.01909,46
TRMK,NMS,Financial Services,Banks - Regional,2405505024.0,0.28483,46
NHC,ASE,Healthcare,Medical Care Facilities,2468115200.0,0.07907,39
HE,NYQ,Utilities,Utilities - Regulated Electric,2427044096.0,0.03988,53
XXI,NYQ,Financial Services,Shell Companies,2481284864.0,0.0,2
BWLP,NYQ,Industrials,Marine Shipping,2400188928.0,0.06764,12
IVT,NYQ,Real Estate,REIT - Retail,2376819712.0,0.37243,12
ATRO,NMS,Industrials,Aerospace & Defense,2275312384.0,0.03405,46
CHEF,NMS,Consumer Defensive,Food Distribution,2361893376.0,0.017439999,15
TSCFY,PNK,Financial Services,Banks - Regional,2441999360.0,0.38457,13
PHIN,NYQ,Consumer Cyclical,Auto Parts,2411508992.0,0.037320003,3
NZF,NYQ,Financial Services,Asset Management,2375118336.0,0.28035998,25
AMBP,NYQ,Consumer Cyclical,Packaging & Containers,2342982400.0,0.002,5
SHOO,NMS,Consumer Cyclical,Footwear & Accessories,2320782848.0,0.01762,33
BBT,NYQ,Financial Services,Banks - Regional,2416575232.0,0.17645,26
HIW,NYQ,Real Estate,REIT - Office,2306688256.0,0.19742,32
TENB,NMS,Technology,Software - Infrastructure,2367790336.0,-0.036140002,8
VSH,NYQ,Technology,Semiconductors,2260974080.0,-0.0029300002,46
UNFI,NYQ,Consumer Defensive,Food Distribution,2362326528.0,-0.00247,30
AYR,,,,,,0
AMBA,NMS,Technology,Semiconductor Equipment & Materials,2325587456.0,-0.19418,14
DJT,NGM,Communication Services,Internet Content & Information,2374354688.0,0.0,5
BRSL,NYQ,Consumer Cyclical,Gambling,2360120832.0,0.05854,36
CXT,NYQ,Industrials,Specialty Industrial Machinery,2318996992.0,0.08758,46
GDV,NYQ,Financial Services,Asset Management,2333981952.0,6.78857,23
TRN,NYQ,Industrials,Railroads,2373343488.0,0.11734,53
WOR,NYQ,Industrials,Metal Fabrication,2366043136.0,0.08457,46
KYN,NYQ,Financial Services,Asset Management,2362690816.0,-0.48143002,22
MAZE,NGM,Healthcare,Biotechnology,2311176960.0,0.0,1
WAFD,NMS,Financial Services,Banks - Regional,2375593728.0,0.33085,44
SPNT,NYQ,Financial Services,Insurance - Reinsurance,2384261888.0,0.15409,13
FIGS,NYQ,Consumer Cyclical,Apparel Manufacturing,2364218880.0,0.05427,5
HTO,NMS,Utilities,Utilities - Regulated Water,2354739712.0,0.12813,54
MNR,NYQ,Energy,Oil & Gas E&P,2325919232.0,0.13678001,3
TNK,NYQ,Energy,Oil & Gas Midstream,2323909888.0,0.36897,19
IMNM,NCM,Healthcare,Biotechnology,2263795456.0,0.0,6
KYIV,NMS,Communication Services,Telecom Services,2331722496.0,0.10717,2
BRZE,NMS,Technology,Software - Application,2247954432.0,-0.16855,5
ZGN,NYQ,Consumer Cyclical,Apparel Manufacturing,2459585280.0,0.04967,5
NGVT,NYQ,Basic Materials,Specialty Chemicals,2288031744.0,-0.14310999,10
TXG,NMS,Healthcare,Health Information Services,2349363968.0,-0.06774,7
GOF,NYQ,Financial Services,Asset Management,2294306560.0,0.0,19
FLOC,NYQ,Energy,Oil & Gas Equipment & Services,2080615040.0,0.05449,1
DRD,NYQ,Basic Materials,Gold,2298735360.0,0.35056,32
ANDE,NMS,Consumer Defensive,Food Distribution,2262511616.0,0.0086900005,30
RHI,NYQ,Industrials,Staffing & Employment Services,2369493504.0,0.02473,46
TBBK,NMS,Financial Services,Banks - Regional,2310506496.0,0.43374002,22
FRME,NMS,Financial Services,Banks - Regional,2317638912.0,0.35219002,37
VC,NMS,Consumer Cyclical,Auto Parts,2326943488.0,0.053340003,16
GRND,NYQ,Technology,Software - Application,2323603712.0,0.21539,5
VRRM,NCM,Technology,Information Technology Services,2288154112.0,0.13955,9
ALRM,NMS,Technology,Software - Application,2213161472.0,0.13111,11
FRSH,NMS,Technology,Software - Application,2281605632.0,0.21903,5
PTY,NYQ,Financial Services,Asset Management,2270401024.0,1.00431,24
BL,NMS,Technology,Software - Application,2328700672.0,0.035,10
ASH,NYQ,Basic Materials,Specialty Chemicals,2233662464.0,-0.38338003,46
MCW,NMS,Consumer Cyclical,Auto & Truck Dealerships,2286214400.0,0.098009996,5
APLS,NMS,Healthcare,Biotechnology,2199952640.0,0.0223,9
GEO,NYQ,Industrials,Security & Protection Services,2287010816.0,0.09666,32
NSIT,NMS,Technology,Electronics & Computer Distribution,2191762688.0,0.01908,31
WVE,NGM,Healthcare,Biotechnology,2213878272.0,0.0,11
CSGS,NMS,Technology,Software - Infrastructure,2277933056.0,0.045679998,30
TMTNY,PNK,Industrials,Industrial Distribution,2241555456.0,0.09545,0
CUBI,NYQ,Financial Services,Banks - Regional,2265872640.0,0.31108,14
SEZL,NCM,Financial Services,Credit Services,2259227904.0,0.29566,3
NYAX,NMS,Technology,Software - Infrastructure,2255001088.0,0.088690005,4
NAVN,NMS,Technology,Software - Application,2205472768.0,-0.56666,1
EYE,NMS,Consumer Cyclical,Specialty Retail,2110646016.0,0.014889999,9
IRON,NGM,Healthcare,Biotechnology,2219770880.0,0.0,6
CENT,NMS,Consumer Defensive,Packaged Foods,2191191040.0,0.050380003,34
BMRRY,PNK,Consumer Defensive,Discount Stores,2249022208.0,0.043870002,10
AVPT,NMS,Technology,Software - Infrastructure,2224374784.0,0.08295,7
XRAY,NMS,Healthcare,Medical Instruments & Supplies,2187255040.0,-0.1625,39
YSS,NYQ,Industrials,Aerospace & Defense,2674718208.0,-0.22747,0
PTRN,NMS,Technology,Software - Application,2218959616.0,0.00649,1
RXO,NYQ,Industrials,Trucking,2172286208.0,-0.01742,4
OSW,NCM,Consumer Cyclical,Leisure,2138961024.0,0.07452,9
ETY,NYQ,Financial Services,Asset Management,2168909824.0,16.46532,20
PRDO,NMS,Consumer Defensive,Education & Training Services,2222984960.0,0.189,28
NTCT,NMS,Technology,Software - Infrastructure,2170221568.0,0.11134,27
DAWN,NMS,Healthcare,Biotechnology,2214702592.0,-0.67847,5
CPRI,NYQ,Consumer Cyclical,Luxury Goods,2155638016.0,-0.1165,15
NWN,NYQ,Utilities,Utilities - Regulated Gas,2137212928.0,0.08789,53
HTFL,NMS,Healthcare,Health Information Services,2215830016.0,-0.66346,1
VET,NYQ,Energy,Oil & Gas E&P,2119614080.0,-0.3841,16
FBNC,NMS,Financial Services,Banks - Regional,2186266368.0,0.29315,39
DNOW,NYQ,Industrials,Industrial Distribution,2152297984.0,-0.03156,12
HURN,NMS,Industrials,Consulting Services,2239149312.0,0.06317,22
ABM,NYQ,Industrials,Specialty Business Services,2190993152.0,0.017760001,46
ATHM,NYQ,Communication Services,Internet Content & Information,2140887040.0,0.24408,13
SPSC,NMS,Technology,Software - Application,2185242112.0,0.1242,16
PLAB,NMS,Technology,Semiconductor Equipment & Materials,2142838656.0,0.1583,39
GRDN,NYQ,Healthcare,Medical Care Facilities,2255480832.0,0.033970002,2
NTST,NYQ,Real Estate,REIT - Retail,2085540608.0,0.03539,6
WB,NMS,Communication Services,Internet Content & Information,2135273984.0,0.25553,12
CCU,NYQ,Consumer Defensive,Beverages - Brewers,2073560448.0,0.040260002,34
FXCNY,PNK,Technology,Consumer Electronics,2161342976.0,0.00792,16
TGB,ASE,Basic Materials,Copper,2088912512.0,-0.044699997,34
SLDE,NMS,Financial Services,Insurance - Property & Casualty,2035108864.0,0.38408002,1
GEL,NYQ,Energy,Oil & Gas Midstream,2157821440.0,-0.27012,30
MLCO,NMS,Consumer Cyclical,Resorts & Casinos,2221084416.0,0.03584,20
GLPG,NMS,Healthcare,Biotechnology,2113672320.0,0.2885,14
HTH,NYQ,Financial Services,Financial Conglomerates,2123807232.0,0.12991999,22
NBTB,NMS,Financial Services,Banks - Regional,2125241344.0,0.25457,34
WGS,NMS,Healthcare,Diagnostics & Research,2045525504.0,-0.04917,6
ACHC,NMS,Healthcare,Medical Care Facilities,2095973632.0,-0.33289,32
WRD,NGM,Technology,Software - Application,2174499328.0,0.0,2
PAHC,NGM,Healthcare,Drug Manufacturers - Specialty & Generic,2057542144.0,0.06289,12
NESR,NCM,Energy,Oil & Gas Equipment & Services,2080247296.0,0.03862,2
VVX,NYQ,Industrials,Aerospace & Defense,2121352960.0,0.017380001,12
KN,NYQ,Technology,Electronic Components,2069817984.0,0.07451,12
BBUC,NYQ,Financial Services,Asset Management,2081002880.0,-0.12207,4
PK,NYQ,Real Estate,REIT - Hotel & Motel,2068361984.0,-0.1112,9
SNDX,NMS,Healthcare,Biotechnology,2137100288.0,-1.6560401,10
NVTS,NGM,Technology,Semiconductors,2019436672.0,-2.54711,5
HLIO,NYQ,Industrials,Specialty Industrial Machinery,2087095296.0,0.057690002,29
HUBG,NMS,Industrials,Integrated Freight & Logistics,2131971968.0,0.02815,30
BTDR,NCM,Technology,Software - Application,1996764032.0,0.10576,5
BUSE,NMS,Financial Services,Banks - Regional,2112572416.0,0.20284,28
BLKB,NMS,Technology,Software - Application,2111400704.0,0.10189,22
KWR,NYQ,Basic Materials,Specialty Chemicals,1989026560.0,-0.00132,46
NTB,NYQ,Financial Services,Banks - Diversified,2093019648.0,0.38224,10
GNL,NYQ,Real Estate,REIT - Diversified,2021318656.0,-0.45521,11
NKTR,NCM,Healthcare,Biotechnology,2071844736.0,-2.9706697,32
SVM,ASE,Basic Materials,Silver,2016298880.0,-0.04593,9
MTX,NYQ,Basic Materials,Specialty Chemicals,2031825024.0,-0.008880001,34
INTA,NMS,Technology,Software - Application,2107968256.0,-0.04374,5
CDLR,NYQ,Industrials,Engineering & Construction,2024893824.0,0.50043,3
INFQ,NYQ,Technology,Software - Infrastructure,1907117824.0,0.0,0
LU,NYQ,Financial Services,Credit Services,1944343936.0,-0.13646,6
DXC,NYQ,Technology,Information Technology Services,2072193920.0,0.033350002,45
CXW,NYQ,Industrials,Security & Protection Services,2035217280.0,0.05269,29
AGRO,NYQ,Consumer Defensive,Farm Products,1996081536.0,-0.00585,15
HOG,NYQ,Consumer Cyclical,Recreational Vehicles,2076934016.0,0.075729996,40
CLM,ASE,Financial Services,Asset Management,2049683072.0,11.96517,24
DAC,NYQ,Industrials,Marine Shipping,2033328256.0,0.47447,20
VERX,NGM,Technology,Software - Application,2057045632.0,0.00963,6
ADPT,NMS,Healthcare,Biotechnology,2091069696.0,-0.21482,7
XMTR,NMS,Industrials,Industrial Distribution,2031517440.0,-0.08992,5
FMCXF,OQX,Basic Materials,Other Industrial Metals & Mining,2068048512.0,0.0,14
FORTY,NMS,Technology,Information Technology Services,2000913024.0,0.02379,29
AAPG,NGM,Healthcare,Biotechnology,1787746304.0,-2.96772,1
BRBR,NYQ,Consumer Defensive,Packaged Foods,2039285504.0,0.07885,7
ZLAB,NGM,Healthcare,Biotechnology,2001490944.0,-0.38147,9
CECO,NMS,Industrials,Pollution & Treatment Controls,1971606016.0,0.06463,46
TYRA,NMS,Healthcare,Biotechnology,2001163392.0,0.0,5
DXPE,NMS,Industrials,Industrial Distribution,2016043264.0,0.04398,28
AHG,NCM,Healthcare,Medical Distribution,2021821824.0,0.0,9
CMRE,NYQ,Industrials,Marine Shipping,2022273536.0,0.41527998,16
BWIN,NMS,Financial Services,Insurance Brokers,2093043968.0,-0.02247,7
UTI,NYQ,Consumer Defensive,Education & Training Services,1944424576.0,0.062800005,23
SAH,NYQ,Consumer Cyclical,Auto & Truck Dealerships,2015895168.0,0.00783,29
CASH,NMS,Financial Services,Banks - Regional,1995320064.0,0.24309,33
BW,NYQ,Industrials,Specialty Industrial Machinery,1980185472.0,-0.0616,11
RVT,NYQ,Financial Services,Asset Management,1982293760.0,9.62135,40
TSAT,NMS,Technology,Communication Equipment,1888810880.0,-0.3717,21
EXTR,NMS,Technology,Communication Equipment,1975104896.0,0.0075,27
SEM,NYQ,Healthcare,Medical Care Facilities,2015297408.0,0.026819998,17
ARCB,NMS,Industrials,Trucking,1971515136.0,0.014989999,34
HCI,NYQ,Financial Services,Insurance - Property & Casualty,1968930816.0,0.33188,18
HUN,NYQ,Basic Materials,Chemicals,1811437184.0,-0.04997,21
CLDX,NCM,Healthcare,Biotechnology,2056899968.0,0.0,40
MANE,NYQ,Healthcare,Biotechnology,2065689472.0,0.0,0
BHE,NYQ,Technology,Electronic Components,1927732864.0,0.00935,36
BANR,NMS,Financial Services,Banks - Regional,1980062464.0,0.30166,31
CHA,NMS,Consumer Cyclical,Restaurants,1965261440.0,0.13579,1
TGLS,NYQ,Basic Materials,Building Materials,1886994048.0,0.16222,14
GRAL,NMS,Healthcare,Diagnostics & Research,1921388800.0,-2.7746499,2
PLUS,NMS,Technology,Software - Application,1968374272.0,0.055159997,30
GTY,NYQ,Real Estate,REIT - Retail,1918914432.0,0.35716,53
ALG,NYQ,Industrials,Farm & Heavy Construction Machinery,1936982784.0,0.06473,33
CNXC,NMS,Technology,Information Technology Services,1962354560.0,-0.13016,6
GLOB,NYQ,Technology,Information Technology Services,1969641216.0,0.04192,12
ARR,NYQ,Real Estate,REIT - Mortgage,1848078464.0,0.85494006,19
IMAX,NYQ,Communication Services,Entertainment,1981003648.0,0.08502,32
WTTR,NYQ,Energy,Oil & Gas Equipment & Services,1946605568.0,0.01508,9
RARE,NMS,Healthcare,Biotechnology,1920034048.0,-0.85438,12
EFSC,NMS,Financial Services,Banks - Regional,1959727872.0,0.2989,23
WT,NYQ,Financial Services,Asset Management,1875005184.0,0.22103001,33
AVVSY,PNK,Industrials,Aerospace & Defense,1896277248.0,0.01795,1
DEI,NYQ,Real Estate,REIT - Office,1887548544.0,0.0162,20
MESO,NMS,Healthcare,Biotechnology,1905383040.0,-1.44332,16
GSG,PCX,,,1984086016.0,,20
DRH,NMS,Real Estate,REIT - Hotel & Motel,1896137600.0,0.09053001,21
BB,NYQ,Technology,Software - Infrastructure,1900275072.0,0.0402,27
NMM,NYQ,Industrials,Marine Shipping,1865363456.0,0.21228,19
AERO,NYQ,Industrials,Airlines,1803366016.0,0.06566,1
AGYS,NMS,Technology,Software - Application,1990344960.0,0.09793,46
FDP,NYQ,Consumer Defensive,Farm Products,1902869376.0,0.02098,29
NEXT,NCM,Energy,Oil & Gas Equipment & Services,1941937408.0,0.0,11
ATEC,NMS,Healthcare,Medical Devices,1872281472.0,-0.1876,20
FIHL,NYQ,Financial Services,Insurance - Diversified,1629285888.0,0.090179995,3
ORKA,NGM,Healthcare,Biotechnology,1927706112.0,0.0,29
ESTA,NCM,Healthcare,Medical Devices,1836951040.0,-0.24192,8
EPAC,NYQ,Industrials,Specialty Industrial Machinery,1905746176.0,0.14637999,26
APPN,NGM,Technology,Software - Infrastructure,1872660736.0,0.0017,9
AEGXF,PNK,Industrials,Engineering & Construction,1954307968.0,0.00279,17
MBIN,NCM,Financial Services,Banks - Regional,1893177344.0,0.38810003,9
MLYS,NMS,Healthcare,Biotechnology,1983355520.0,0.0,3
FA,NMS,Industrials,Specialty Business Services,1863471360.0,-0.022119999,5
ATKR,NYQ,Industrials,Electrical Equipment & Parts,1894076032.0,-0.016339999,10
RNW,NMS,Utilities,Utilities - Renewable,1846482048.0,0.09245,5
XPRO,NYQ,Energy,Oil & Gas Equipment & Services,1894196480.0,0.03216,13
NUV,NYQ,Financial Services,Asset Management,1876176000.0,0.66059,39
VECO,NMS,Technology,Semiconductor Equipment & Materials,1851016448.0,0.05327,32
COTY,NYQ,Consumer Defensive,Household & Personal Products,1883213696.0,-0.0913,13
STOK,NMS,Healthcare,Biotechnology,1982142976.0,-0.03733,7
USAS,ASE,Basic Materials,Other Industrial Metals & Mining,1728027648.0,-0.58456004,23
UNIT,NMS,Real Estate,REIT - Specialty,1795439872.0,0.58389,11
NEOG,NMS,Healthcare,Medical Devices,1818517120.0,-0.68468004,37
PENN,NMS,Consumer Cyclical,Resorts & Casinos,1825577600.0,-0.121120006,32
EVCM,NMS,Technology,Software - Infrastructure,1856452352.0,0.029879998,5
EYUBY,PNK,Utilities,Utilities - Independent Power Producers,1883425024.0,-0.18911,13
GCMG,NGM,Financial Services,Asset Management,1810867072.0,0.08184,7
EOSE,NCM,Industrials,Electrical Equipment & Parts,1761663872.0,0.0,6
DCO,NYQ,Industrials,Aerospace & Defense,1806976256.0,-0.041149996,53
BHC,NYQ,Healthcare,Drug Manufacturers - Specialty & Generic,1859985280.0,0.0152900005,32
ADUS,NMS,Healthcare,Medical Care Facilities,1850938112.0,0.06742,17
WLY,NYQ,Communication Services,Publishing,1856352640.0,0.09237,54
AUPH,NGM,Healthcare,Biotechnology,1864253184.0,1.01465,12
LTC,NYQ,Real Estate,REIT - Healthcare Facilities,1772546688.0,0.45793,34
DFTX,NMS,Healthcare,Biotechnology,1834445568.0,0.0,10
SYBT,NMS,Financial Services,Banks - Regional,1850982144.0,0.35884,33
HBNB,NCM,Real Estate,Real Estate Services,1870877568.0,-0.63228,1
AAMI,NYQ,Financial Services,Asset Management,1815778176.0,0.14192,12
ANAB,NMS,Healthcare,Biotechnology,1792884992.0,-0.056399997,9
RDW,NYQ,Industrials,Aerospace & Defense,1766177408.0,-0.67551005,5
NAC,NYQ,Financial Services,Asset Management,1825556608.0,-0.87747,27
DGII,NMS,Technology,Communication Equipment,1797437312.0,0.09454001,37
ECO,NYQ,Industrials,Marine Shipping,1801592576.0,0.31401,3
SKWD,NMS,Financial Services,Insurance - Property & Casualty,1834711808.0,0.12003,3
SMNR,PNK,Healthcare,Biotechnology,1841673088.0,0.0,1
STRA,NMS,Consumer Defensive,Education & Training Services,1834797312.0,0.09984,30
EVT,NYQ,Financial Services,Asset Management,1805426176.0,2.76353,23
BAK,NYQ,Basic Materials,Chemicals,1546118656.0,-0.07106,27
STC,NYQ,Financial Services,Insurance - Property & Casualty,1745770240.0,0.03948,53
PAX,NMS,Financial Services,Asset Management,1786047616.0,0.22426,5
ROG,NYQ,Technology,Electronic Components,1757451904.0,-0.076220006,46
CLBK,NMS,Financial Services,Banks - Regional,1795232640.0,0.20798999,8
GT,NMS,Consumer Cyclical,Auto Parts,1760419328.0,-0.09415,64
BLX,NYQ,Financial Services,Banks - Regional,1805607296.0,0.7147,34
GTM,NMS,Technology,Software - Application,1804291328.0,0.0994,6
KALU,NMS,Basic Materials,Aluminum,1735165824.0,0.033350002,20
EVTC,NYQ,Technology,Software - Infrastructure,1782589824.0,0.15195,13
